year,state,month,Number of Fires
2013,PARAÍBA,January,38
2013,PARAÍBA,February,9
2013,PARAÍBA,March,3
2013,PARAÍBA,April,6
2013,PARAÍBA,May,3
2013,PARAÍBA,June,3
2013,PARAÍBA,July,1
2013,PARAÍBA,August,3
2013,PARAÍBA,September,25
2013,PARAÍBA,October,58
2013,PARAÍBA,November,95
2013,PARAÍBA,December,78
2014,PARAÍBA,January,75
2014,PARAÍBA,February,6
2014,PARAÍBA,March,18
2014,PARAÍBA,April,8
2014,PARAÍBA,May,1
2014,PARAÍBA,June,1
2014,PARAÍBA,July,9
2014,PARAÍBA,August,30
2014,PARAÍBA,September,51
2014,PARAÍBA,October,70
2014,PARAÍBA,November,111
2014,PARAÍBA,December,62
2015,PARAÍBA,January,42
2015,PARAÍBA,February,15
2015,PARAÍBA,March,7
2015,PARAÍBA,April,11
2015,PARAÍBA,May,6
2015,PARAÍBA,June,0
2015,PARAÍBA,July,3
2015,PARAÍBA,August,5
2015,PARAÍBA,September,48
2015,PARAÍBA,October,121
2015,PARAÍBA,November,206
2015,PARAÍBA,December,122
2016,PARAÍBA,January,18
2016,PARAÍBA,February,4
2016,PARAÍBA,March,1
2016,PARAÍBA,April,1
2016,PARAÍBA,May,1
2016,PARAÍBA,June,4
2016,PARAÍBA,July,22
2016,PARAÍBA,August,50
2016,PARAÍBA,September,131
2016,PARAÍBA,October,304
2016,PARAÍBA,November,132
2016,PARAÍBA,December,8
2017,PARAÍBA,January,23
2017,PARAÍBA,February,8
2017,PARAÍBA,March,2
2017,PARAÍBA,April,1
2017,PARAÍBA,May,1
2017,PARAÍBA,June,0
2017,PARAÍBA,July,2
2017,PARAÍBA,August,3
2017,PARAÍBA,September,30
2017,PARAÍBA,October,123
2017,PARAÍBA,November,101
1998,PARANÁ,January,0
1998,PARANÁ,February,0
1998,PARANÁ,March,0
1998,PARANÁ,April,0
1998,PARANÁ,May,0
1998,PARANÁ,June,36
1998,PARANÁ,July,59
1998,PARANÁ,August,42
1998,PARANÁ,September,61
1998,PARANÁ,October,61
1998,PARANÁ,November,143
1998,PARANÁ,December,82
1999,PARANÁ,January,7
1999,PARANÁ,February,22
1999,PARANÁ,March,40
1999,PARANÁ,April,39
1999,PARANÁ,May,57
1999,PARANÁ,June,31
1999,PARANÁ,July,94
1999,PARANÁ,August,938
1999,PARANÁ,September,878
1999,PARANÁ,October,452
1999,PARANÁ,November,447
1999,PARANÁ,December,254
2000,PARANÁ,January,49
2000,PARANÁ,February,67
2000,PARANÁ,March,52
2000,PARANÁ,April,51
2000,PARANÁ,May,43
2000,PARANÁ,June,53
2000,PARANÁ,July,98
2000,PARANÁ,August,849
2000,PARANÁ,September,381
2000,PARANÁ,October,658
2000,PARANÁ,November,85
2000,PARANÁ,December,159
2001,PARANÁ,January,32
2001,PARANÁ,February,8
2001,PARANÁ,March,12
2001,PARANÁ,April,43
2001,PARANÁ,May,26
2001,PARANÁ,June,43
2001,PARANÁ,July,122
2001,PARANÁ,August,342
2001,PARANÁ,September,258
2001,PARANÁ,October,209
2001,PARANÁ,November,89
2001,PARANÁ,December,85
2002,PARANÁ,January,47
2002,PARANÁ,February,24
2002,PARANÁ,March,18
2002,PARANÁ,April,84
2002,PARANÁ,May,65
2002,PARANÁ,June,115
2002,PARANÁ,July,172
2002,PARANÁ,August,1593
2002,PARANÁ,September,1071
2002,PARANÁ,October,399
2002,PARANÁ,November,425
2002,PARANÁ,December,165
2003,PARANÁ,January,109
2003,PARANÁ,February,46
2003,PARANÁ,March,76
2003,PARANÁ,April,130
2003,PARANÁ,May,115
2003,PARANÁ,June,159
2003,PARANÁ,July,101
2003,PARANÁ,August,1896
2003,PARANÁ,September,2446
2003,PARANÁ,October,1228
2003,PARANÁ,November,503
2003,PARANÁ,December,171
2004,PARANÁ,January,88
2004,PARANÁ,February,42
2004,PARANÁ,March,83
2004,PARANÁ,April,68
2004,PARANÁ,May,9
2004,PARANÁ,June,147
2004,PARANÁ,July,148
2004,PARANÁ,August,1237
2004,PARANÁ,September,1360
2004,PARANÁ,October,666
2004,PARANÁ,November,388
2004,PARANÁ,December,151
2005,PARANÁ,January,55
2005,PARANÁ,February,77
2005,PARANÁ,March,84
2005,PARANÁ,April,22
2005,PARANÁ,May,125
2005,PARANÁ,June,114
2005,PARANÁ,July,155
2005,PARANÁ,August,800
2005,PARANÁ,September,386
2005,PARANÁ,October,157
2005,PARANÁ,November,597
2005,PARANÁ,December,40
2006,PARANÁ,January,78
2006,PARANÁ,February,60
2006,PARANÁ,March,56
2006,PARANÁ,April,49
2006,PARANÁ,May,90
2006,PARANÁ,June,62
2006,PARANÁ,July,139
2006,PARANÁ,August,844
2006,PARANÁ,September,866
2006,PARANÁ,October,327
2006,PARANÁ,November,60
2006,PARANÁ,December,6
2007,PARANÁ,January,11
2007,PARANÁ,February,32
2007,PARANÁ,March,54
2007,PARANÁ,April,14
2007,PARANÁ,May,14
2007,PARANÁ,June,57
2007,PARANÁ,July,60
2007,PARANÁ,August,580
2007,PARANÁ,September,960
2007,PARANÁ,October,194
2007,PARANÁ,November,59
2007,PARANÁ,December,22
2008,PARANÁ,January,35
2008,PARANÁ,February,38
2008,PARANÁ,March,43
2008,PARANÁ,April,62
2008,PARANÁ,May,41
2008,PARANÁ,June,17
2008,PARANÁ,July,87
2008,PARANÁ,August,205
2008,PARANÁ,September,413
2008,PARANÁ,October,78
2008,PARANÁ,November,39
2008,PARANÁ,December,62
2009,PARANÁ,January,35
2009,PARANÁ,February,21
2009,PARANÁ,March,57
2009,PARANÁ,April,80
2009,PARANÁ,May,117
2009,PARANÁ,June,105
2009,PARANÁ,July,34
2009,PARANÁ,August,844
2009,PARANÁ,September,149
2009,PARANÁ,October,424
2009,PARANÁ,November,90
2009,PARANÁ,December,30
2010,PARANÁ,January,18
2010,PARANÁ,February,46
2010,PARANÁ,March,22
2010,PARANÁ,April,71
2010,PARANÁ,May,39
2010,PARANÁ,June,55
2010,PARANÁ,July,196
2010,PARANÁ,August,733
2010,PARANÁ,September,270
2010,PARANÁ,October,230
2010,PARANÁ,November,183
2010,PARANÁ,December,37
2011,PARANÁ,January,35
2011,PARANÁ,February,8
2011,PARANÁ,March,21
2011,PARANÁ,April,38
2011,PARANÁ,May,97
2011,PARANÁ,June,162
2011,PARANÁ,July,262
2011,PARANÁ,August,435
2011,PARANÁ,September,913
2011,PARANÁ,October,256
2011,PARANÁ,November,138
2011,PARANÁ,December,78
2012,PARANÁ,January,31
2012,PARANÁ,February,40
2012,PARANÁ,March,55
2012,PARANÁ,April,38
2012,PARANÁ,May,86
2012,PARANÁ,June,77
2012,PARANÁ,July,111
2012,PARANÁ,August,522
2012,PARANÁ,September,459
2012,PARANÁ,October,145
2012,PARANÁ,November,142
2012,PARANÁ,December,54
2013,PARANÁ,January,28
2013,PARANÁ,February,9
2013,PARANÁ,March,18
2013,PARANÁ,April,72
2013,PARANÁ,May,85
2013,PARANÁ,June,52
2013,PARANÁ,July,168
2013,PARANÁ,August,481
2013,PARANÁ,September,476
2013,PARANÁ,October,233
2013,PARANÁ,November,126
2013,PARANÁ,December,155
2014,PARANÁ,January,86
2014,PARANÁ,February,52
2014,PARANÁ,March,42
2014,PARANÁ,April,38
2014,PARANÁ,May,109
2014,PARANÁ,June,112
2014,PARANÁ,July,215
2014,PARANÁ,August,646
2014,PARANÁ,September,443
2014,PARANÁ,October,411
2014,PARANÁ,November,68
2014,PARANÁ,December,78
2015,PARANÁ,January,120
2015,PARANÁ,February,58
2015,PARANÁ,March,55
2015,PARANÁ,April,83
2015,PARANÁ,May,77
2015,PARANÁ,June,201
2015,PARANÁ,July,137
2015,PARANÁ,August,651
2015,PARANÁ,September,599
2015,PARANÁ,October,158
2015,PARANÁ,November,18
2015,PARANÁ,December,30
2016,PARANÁ,January,113
2016,PARANÁ,February,31
2016,PARANÁ,March,63
2016,PARANÁ,April,167
2016,PARANÁ,May,72
2016,PARANÁ,June,238
2016,PARANÁ,July,504
2016,PARANÁ,August,1010
2016,PARANÁ,September,1371
2016,PARANÁ,October,193
2016,PARANÁ,November,275
2016,PARANÁ,December,45
2017,PARANÁ,January,55
2017,PARANÁ,February,60
2017,PARANÁ,March,43
2017,PARANÁ,April,77
2017,PARANÁ,May,49
2017,PARANÁ,June,169
2017,PARANÁ,July,891
2017,PARANÁ,August,987
2017,PARANÁ,September,1706
2017,PARANÁ,October,134
2017,PARANÁ,November,292
1998,PERNAMBUCO,January,0
1998,PERNAMBUCO,February,0
1998,PERNAMBUCO,March,0
1998,PERNAMBUCO,April,0
1998,PERNAMBUCO,May,0
1998,PERNAMBUCO,June,1
1998,PERNAMBUCO,July,5
1998,PERNAMBUCO,August,12
1998,PERNAMBUCO,September,177
1998,PERNAMBUCO,October,372
1998,PERNAMBUCO,November,141
1998,PERNAMBUCO,December,59
1999,PERNAMBUCO,January,102
1999,PERNAMBUCO,February,13
1999,PERNAMBUCO,March,27
1999,PERNAMBUCO,April,2
1999,PERNAMBUCO,May,6
1999,PERNAMBUCO,June,7
1999,PERNAMBUCO,July,2
1999,PERNAMBUCO,August,3
1999,PERNAMBUCO,September,64
1999,PERNAMBUCO,October,180
1999,PERNAMBUCO,November,41
1999,PERNAMBUCO,December,16
2000,PERNAMBUCO,January,3
2000,PERNAMBUCO,February,4
2000,PERNAMBUCO,March,14
2000,PERNAMBUCO,April,1
2000,PERNAMBUCO,May,7
2000,PERNAMBUCO,June,4
2000,PERNAMBUCO,July,0
2000,PERNAMBUCO,August,31
2000,PERNAMBUCO,September,130
2000,PERNAMBUCO,October,411
2000,PERNAMBUCO,November,64
2000,PERNAMBUCO,December,22
2001,PERNAMBUCO,January,7
2001,PERNAMBUCO,February,2
2001,PERNAMBUCO,March,0
2001,PERNAMBUCO,April,2
2001,PERNAMBUCO,May,5
2001,PERNAMBUCO,June,2
2001,PERNAMBUCO,July,6
2001,PERNAMBUCO,August,27
2001,PERNAMBUCO,September,298
2001,PERNAMBUCO,October,461
2001,PERNAMBUCO,November,208
2001,PERNAMBUCO,December,62
2002,PERNAMBUCO,January,10
2002,PERNAMBUCO,February,19
2002,PERNAMBUCO,March,24
2002,PERNAMBUCO,April,5
2002,PERNAMBUCO,May,13
2002,PERNAMBUCO,June,1
2002,PERNAMBUCO,July,8
2002,PERNAMBUCO,August,37
2002,PERNAMBUCO,September,374
2002,PERNAMBUCO,October,638
2002,PERNAMBUCO,November,521
2002,PERNAMBUCO,December,259
2003,PERNAMBUCO,January,188
2003,PERNAMBUCO,February,35
2003,PERNAMBUCO,March,9
2003,PERNAMBUCO,April,7
2003,PERNAMBUCO,May,1
2003,PERNAMBUCO,June,2
2003,PERNAMBUCO,July,5
2003,PERNAMBUCO,August,26
2003,PERNAMBUCO,September,510
2003,PERNAMBUCO,October,859
2003,PERNAMBUCO,November,560
2003,PERNAMBUCO,December,229
2004,PERNAMBUCO,January,29
2004,PERNAMBUCO,February,8
2004,PERNAMBUCO,March,6
2004,PERNAMBUCO,April,5
2004,PERNAMBUCO,May,2
2004,PERNAMBUCO,June,4
2004,PERNAMBUCO,July,13
2004,PERNAMBUCO,August,41
2004,PERNAMBUCO,September,192
2004,PERNAMBUCO,October,545
2004,PERNAMBUCO,November,465
2004,PERNAMBUCO,December,373
2005,PERNAMBUCO,January,221
2005,PERNAMBUCO,February,33
2005,PERNAMBUCO,March,45
2005,PERNAMBUCO,April,1
2005,PERNAMBUCO,May,1
2005,PERNAMBUCO,June,3
2005,PERNAMBUCO,July,1
2005,PERNAMBUCO,August,10
2005,PERNAMBUCO,September,154
2005,PERNAMBUCO,October,408
2005,PERNAMBUCO,November,452
2005,PERNAMBUCO,December,191
2006,PERNAMBUCO,January,148
2006,PERNAMBUCO,February,41
2006,PERNAMBUCO,March,18
2006,PERNAMBUCO,April,2
2006,PERNAMBUCO,May,1
2006,PERNAMBUCO,June,0
2006,PERNAMBUCO,July,1
2006,PERNAMBUCO,August,8
2006,PERNAMBUCO,September,147
2006,PERNAMBUCO,October,310
2006,PERNAMBUCO,November,385
2006,PERNAMBUCO,December,207
2007,PERNAMBUCO,January,156
2007,PERNAMBUCO,February,21
2007,PERNAMBUCO,March,4
2007,PERNAMBUCO,April,1
2007,PERNAMBUCO,May,0
2007,PERNAMBUCO,June,1
2007,PERNAMBUCO,July,3
2007,PERNAMBUCO,August,20
2007,PERNAMBUCO,September,164
2007,PERNAMBUCO,October,702
2007,PERNAMBUCO,November,359
2007,PERNAMBUCO,December,200
2008,PERNAMBUCO,January,170
2008,PERNAMBUCO,February,48
2008,PERNAMBUCO,March,32
2008,PERNAMBUCO,April,5
2008,PERNAMBUCO,May,0
2008,PERNAMBUCO,June,0
2008,PERNAMBUCO,July,0
2008,PERNAMBUCO,August,2
2008,PERNAMBUCO,September,92
2008,PERNAMBUCO,October,274
2008,PERNAMBUCO,November,363
2008,PERNAMBUCO,December,203
2009,PERNAMBUCO,January,256
2009,PERNAMBUCO,February,28
2009,PERNAMBUCO,March,15
2009,PERNAMBUCO,April,3
2009,PERNAMBUCO,May,0
2009,PERNAMBUCO,June,1
2009,PERNAMBUCO,July,1
2009,PERNAMBUCO,August,10
2009,PERNAMBUCO,September,164
2009,PERNAMBUCO,October,254
2009,PERNAMBUCO,November,486
2009,PERNAMBUCO,December,351
2010,PERNAMBUCO,January,47
2010,PERNAMBUCO,February,33
2010,PERNAMBUCO,March,59
2010,PERNAMBUCO,April,2
2010,PERNAMBUCO,May,8
2010,PERNAMBUCO,June,1
2010,PERNAMBUCO,July,7
2010,PERNAMBUCO,August,29
2010,PERNAMBUCO,September,179
2010,PERNAMBUCO,October,347
2010,PERNAMBUCO,November,831
2010,PERNAMBUCO,December,117
2011,PERNAMBUCO,January,49
2011,PERNAMBUCO,February,25
2011,PERNAMBUCO,March,39
2011,PERNAMBUCO,April,22
2011,PERNAMBUCO,May,1
2011,PERNAMBUCO,June,4
2011,PERNAMBUCO,July,2
2011,PERNAMBUCO,August,27
2011,PERNAMBUCO,September,243
2011,PERNAMBUCO,October,461
2011,PERNAMBUCO,November,352
2011,PERNAMBUCO,December,364
2012,PERNAMBUCO,January,146
2012,PERNAMBUCO,February,64
2012,PERNAMBUCO,March,44
2012,PERNAMBUCO,April,46
2012,PERNAMBUCO,May,36
2012,PERNAMBUCO,June,12
2012,PERNAMBUCO,July,11
2012,PERNAMBUCO,August,27
2012,PERNAMBUCO,September,192
2012,PERNAMBUCO,October,222
2012,PERNAMBUCO,November,181
2012,PERNAMBUCO,December,108
2013,PERNAMBUCO,January,55
2013,PERNAMBUCO,February,29
2013,PERNAMBUCO,March,40
2013,PERNAMBUCO,April,11
2013,PERNAMBUCO,May,9
2013,PERNAMBUCO,June,12
2013,PERNAMBUCO,July,4
2013,PERNAMBUCO,August,14
2013,PERNAMBUCO,September,143
2013,PERNAMBUCO,October,161
2013,PERNAMBUCO,November,110
2013,PERNAMBUCO,December,141
2014,PERNAMBUCO,January,99
2014,PERNAMBUCO,February,25
2014,PERNAMBUCO,March,36
2014,PERNAMBUCO,April,10
2014,PERNAMBUCO,May,4
2014,PERNAMBUCO,June,3
2014,PERNAMBUCO,July,11
2014,PERNAMBUCO,August,23
2014,PERNAMBUCO,September,63
2014,PERNAMBUCO,October,174
2014,PERNAMBUCO,November,111
2014,PERNAMBUCO,December,101
2015,PERNAMBUCO,January,109
2015,PERNAMBUCO,February,55
2015,PERNAMBUCO,March,33
2015,PERNAMBUCO,April,30
2015,PERNAMBUCO,May,17
2015,PERNAMBUCO,June,3
2015,PERNAMBUCO,July,13
2015,PERNAMBUCO,August,21
2015,PERNAMBUCO,September,116
2015,PERNAMBUCO,October,194
2015,PERNAMBUCO,November,315
2015,PERNAMBUCO,December,176
2016,PERNAMBUCO,January,24
2016,PERNAMBUCO,February,19
2016,PERNAMBUCO,March,4
2016,PERNAMBUCO,April,8
2016,PERNAMBUCO,May,6
2016,PERNAMBUCO,June,4
2016,PERNAMBUCO,July,17
2016,PERNAMBUCO,August,42
2016,PERNAMBUCO,September,171
2016,PERNAMBUCO,October,319
2016,PERNAMBUCO,November,191
2016,PERNAMBUCO,December,161
2017,PERNAMBUCO,January,52
2017,PERNAMBUCO,February,23
2017,PERNAMBUCO,March,7
2017,PERNAMBUCO,April,9
2017,PERNAMBUCO,May,13
2017,PERNAMBUCO,June,5
2017,PERNAMBUCO,July,2
2017,PERNAMBUCO,August,20
2017,PERNAMBUCO,September,69
2017,PERNAMBUCO,October,256
2017,PERNAMBUCO,November,66
1998,PIAUÍ,January,0
1998,PIAUÍ,February,0
1998,PIAUÍ,March,0
1998,PIAUÍ,April,0
1998,PIAUÍ,May,0
1998,PIAUÍ,June,46
1998,PIAUÍ,July,189
1998,PIAUÍ,August,711
1998,PIAUÍ,September,1991
1998,PIAUÍ,October,2586
1998,PIAUÍ,November,424
1998,PIAUÍ,December,119
1999,PIAUÍ,January,21
1999,PIAUÍ,February,22
1999,PIAUÍ,March,4
1999,PIAUÍ,April,10
1999,PIAUÍ,May,8
1999,PIAUÍ,June,47
1999,PIAUÍ,July,123
1999,PIAUÍ,August,499
1999,PIAUÍ,September,872
1999,PIAUÍ,October,1438
1999,PIAUÍ,November,334
1999,PIAUÍ,December,74
2000,PIAUÍ,January,5
2000,PIAUÍ,February,12
2000,PIAUÍ,March,14
2000,PIAUÍ,April,15
2000,PIAUÍ,May,25
2000,PIAUÍ,June,18
2000,PIAUÍ,July,75
2000,PIAUÍ,August,415
2000,PIAUÍ,September,1099
2000,PIAUÍ,October,2558
2000,PIAUÍ,November,450
2000,PIAUÍ,December,79
2001,PIAUÍ,January,29
2001,PIAUÍ,February,0
2001,PIAUÍ,March,2
2001,PIAUÍ,April,1
2001,PIAUÍ,May,36
2001,PIAUÍ,June,87
2001,PIAUÍ,July,337
2001,PIAUÍ,August,1133
2001,PIAUÍ,September,2401
2001,PIAUÍ,October,3742
2001,PIAUÍ,November,1484
2001,PIAUÍ,December,230
2002,PIAUÍ,January,33
2002,PIAUÍ,February,160
2002,PIAUÍ,March,63
2002,PIAUÍ,April,87
2002,PIAUÍ,May,84
2002,PIAUÍ,June,161
2002,PIAUÍ,July,534
2002,PIAUÍ,August,2280
2002,PIAUÍ,September,2475
2002,PIAUÍ,October,2757
2002,PIAUÍ,November,1174
2002,PIAUÍ,December,373
2003,PIAUÍ,January,86
2003,PIAUÍ,February,3
2003,PIAUÍ,March,15
2003,PIAUÍ,April,22
2003,PIAUÍ,May,13
2003,PIAUÍ,June,88
2003,PIAUÍ,July,407
2003,PIAUÍ,August,864
2003,PIAUÍ,September,3399
2003,PIAUÍ,October,2332
2003,PIAUÍ,November,1248
2003,PIAUÍ,December,459
2004,PIAUÍ,January,42
2004,PIAUÍ,February,20
2004,PIAUÍ,March,27
2004,PIAUÍ,April,10
2004,PIAUÍ,May,80
2004,PIAUÍ,June,239
2004,PIAUÍ,July,564
2004,PIAUÍ,August,1002
2004,PIAUÍ,September,2662
2004,PIAUÍ,October,2144
2004,PIAUÍ,November,1798
2004,PIAUÍ,December,788
2005,PIAUÍ,January,94
2005,PIAUÍ,February,26
2005,PIAUÍ,March,13
2005,PIAUÍ,April,3
2005,PIAUÍ,May,22
2005,PIAUÍ,June,171
2005,PIAUÍ,July,445
2005,PIAUÍ,August,943
2005,PIAUÍ,September,3136
2005,PIAUÍ,October,3263
2005,PIAUÍ,November,1599
2005,PIAUÍ,December,486
2006,PIAUÍ,January,133
2006,PIAUÍ,February,23
2006,PIAUÍ,March,18
2006,PIAUÍ,April,1
2006,PIAUÍ,May,0
2006,PIAUÍ,June,40
2006,PIAUÍ,July,150
2006,PIAUÍ,August,911
2006,PIAUÍ,September,1618
2006,PIAUÍ,October,1443
2006,PIAUÍ,November,740
2006,PIAUÍ,December,339
2007,PIAUÍ,January,123
2007,PIAUÍ,February,11
2007,PIAUÍ,March,31
2007,PIAUÍ,April,9
2007,PIAUÍ,May,52
2007,PIAUÍ,June,303
2007,PIAUÍ,July,919
2007,PIAUÍ,August,3551
2007,PIAUÍ,September,4078
2007,PIAUÍ,October,2331
2007,PIAUÍ,November,939
2007,PIAUÍ,December,317
2008,PIAUÍ,January,61
2008,PIAUÍ,February,21
2008,PIAUÍ,March,4
2008,PIAUÍ,April,7
2008,PIAUÍ,May,12
2008,PIAUÍ,June,33
2008,PIAUÍ,July,97
2008,PIAUÍ,August,290
2008,PIAUÍ,September,1472
2008,PIAUÍ,October,1830
2008,PIAUÍ,November,594
2008,PIAUÍ,December,329
2009,PIAUÍ,January,79
2009,PIAUÍ,February,19
2009,PIAUÍ,March,17
2009,PIAUÍ,April,8
2009,PIAUÍ,May,12
2009,PIAUÍ,June,56
2009,PIAUÍ,July,302
2009,PIAUÍ,August,790
2009,PIAUÍ,September,1709
2009,PIAUÍ,October,913
2009,PIAUÍ,November,1336
2009,PIAUÍ,December,570
2010,PIAUÍ,January,99
2010,PIAUÍ,February,54
2010,PIAUÍ,March,47
2010,PIAUÍ,April,56
2010,PIAUÍ,May,231
2010,PIAUÍ,June,208
2010,PIAUÍ,July,1696
2010,PIAUÍ,August,4035
2010,PIAUÍ,September,5392
2010,PIAUÍ,October,3863
2010,PIAUÍ,November,1417
2010,PIAUÍ,December,357
2011,PIAUÍ,January,39
2011,PIAUÍ,February,11
2011,PIAUÍ,March,15
2011,PIAUÍ,April,16
2011,PIAUÍ,May,77
2011,PIAUÍ,June,462
2011,PIAUÍ,July,864
2011,PIAUÍ,August,1958
2011,PIAUÍ,September,4402
2011,PIAUÍ,October,1484
2011,PIAUÍ,November,825
2011,PIAUÍ,December,362
2012,PIAUÍ,January,80
2012,PIAUÍ,February,31
2012,PIAUÍ,March,71
2012,PIAUÍ,April,119
2012,PIAUÍ,May,334
2012,PIAUÍ,June,834
2012,PIAUÍ,July,1755
2012,PIAUÍ,August,3614
2012,PIAUÍ,September,4479
2012,PIAUÍ,October,2506
2012,PIAUÍ,November,447
2012,PIAUÍ,December,334
2013,PIAUÍ,January,72
2013,PIAUÍ,February,68
2013,PIAUÍ,March,14
2013,PIAUÍ,April,34
2013,PIAUÍ,May,40
2013,PIAUÍ,June,263
2013,PIAUÍ,July,361
2013,PIAUÍ,August,1015
2013,PIAUÍ,September,2311
2013,PIAUÍ,October,1269
2013,PIAUÍ,November,640
2013,PIAUÍ,December,468
2014,PIAUÍ,January,79
2014,PIAUÍ,February,14
2014,PIAUÍ,March,88
2014,PIAUÍ,April,63
2014,PIAUÍ,May,138
2014,PIAUÍ,June,373
2014,PIAUÍ,July,1177
2014,PIAUÍ,August,2265
2014,PIAUÍ,September,2536
2014,PIAUÍ,October,1788
2014,PIAUÍ,November,717
2014,PIAUÍ,December,346
2015,PIAUÍ,January,92
2015,PIAUÍ,February,38
2015,PIAUÍ,March,35
2015,PIAUÍ,April,50
2015,PIAUÍ,May,66
2015,PIAUÍ,June,283
2015,PIAUÍ,July,690
2015,PIAUÍ,August,2057
2015,PIAUÍ,September,5828
2015,PIAUÍ,October,4068
2015,PIAUÍ,November,897
2015,PIAUÍ,December,626
2016,PIAUÍ,January,94
2016,PIAUÍ,February,97
2016,PIAUÍ,March,53
2016,PIAUÍ,April,35
2016,PIAUÍ,May,60
2016,PIAUÍ,June,153
2016,PIAUÍ,July,754
2016,PIAUÍ,August,1647
2016,PIAUÍ,September,1394
2016,PIAUÍ,October,2598
2016,PIAUÍ,November,1126
2016,PIAUÍ,December,374
2017,PIAUÍ,January,85
2017,PIAUÍ,February,24
2017,PIAUÍ,March,25
2017,PIAUÍ,April,25
2017,PIAUÍ,May,36
2017,PIAUÍ,June,193
2017,PIAUÍ,July,643
2017,PIAUÍ,August,1572
2017,PIAUÍ,September,3422
2017,PIAUÍ,October,3004
2017,PIAUÍ,November,449
1998,RIO DE JANEIRO,January,0
1998,RIO DE JANEIRO,February,0
1998,RIO DE JANEIRO,March,0
1998,RIO DE JANEIRO,April,0
1998,RIO DE JANEIRO,May,0
1998,RIO DE JANEIRO,June,3
1998,RIO DE JANEIRO,July,21
1998,RIO DE JANEIRO,August,21
1998,RIO DE JANEIRO,September,44
1998,RIO DE JANEIRO,October,6
1998,RIO DE JANEIRO,November,6
1998,RIO DE JANEIRO,December,1
1999,RIO DE JANEIRO,January,0
1999,RIO DE JANEIRO,February,0
1999,RIO DE JANEIRO,March,0
1999,RIO DE JANEIRO,April,1
1999,RIO DE JANEIRO,May,7
1999,RIO DE JANEIRO,June,8
1999,RIO DE JANEIRO,July,14
1999,RIO DE JANEIRO,August,88
1999,RIO DE JANEIRO,September,192
1999,RIO DE JANEIRO,October,30
1999,RIO DE JANEIRO,November,16
1999,RIO DE JANEIRO,December,0
2000,RIO DE JANEIRO,January,0
2000,RIO DE JANEIRO,February,1
2000,RIO DE JANEIRO,March,0
2000,RIO DE JANEIRO,April,2
2000,RIO DE JANEIRO,May,5
2000,RIO DE JANEIRO,June,14
2000,RIO DE JANEIRO,July,22
2000,RIO DE JANEIRO,August,34
2000,RIO DE JANEIRO,September,16
2000,RIO DE JANEIRO,October,25
2000,RIO DE JANEIRO,November,2
2000,RIO DE JANEIRO,December,0
2001,RIO DE JANEIRO,January,0
2001,RIO DE JANEIRO,February,3
2001,RIO DE JANEIRO,March,0
2001,RIO DE JANEIRO,April,2
2001,RIO DE JANEIRO,May,4
2001,RIO DE JANEIRO,June,13
2001,RIO DE JANEIRO,July,57
2001,RIO DE JANEIRO,August,129
2001,RIO DE JANEIRO,September,60
2001,RIO DE JANEIRO,October,33
2001,RIO DE JANEIRO,November,4
2001,RIO DE JANEIRO,December,2
2002,RIO DE JANEIRO,January,0
2002,RIO DE JANEIRO,February,1
2002,RIO DE JANEIRO,March,1
2002,RIO DE JANEIRO,April,8
2002,RIO DE JANEIRO,May,4
2002,RIO DE JANEIRO,June,13
2002,RIO DE JANEIRO,July,17
2002,RIO DE JANEIRO,August,184
2002,RIO DE JANEIRO,September,45
2002,RIO DE JANEIRO,October,313
2002,RIO DE JANEIRO,November,11
2002,RIO DE JANEIRO,December,8
2003,RIO DE JANEIRO,January,0
2003,RIO DE JANEIRO,February,10
2003,RIO DE JANEIRO,March,23
2003,RIO DE JANEIRO,April,11
2003,RIO DE JANEIRO,May,1
2003,RIO DE JANEIRO,June,13
2003,RIO DE JANEIRO,July,42
2003,RIO DE JANEIRO,August,191
2003,RIO DE JANEIRO,September,166
2003,RIO DE JANEIRO,October,81
2003,RIO DE JANEIRO,November,5
2003,RIO DE JANEIRO,December,10
2004,RIO DE JANEIRO,January,1
2004,RIO DE JANEIRO,February,8
2004,RIO DE JANEIRO,March,4
2004,RIO DE JANEIRO,April,3
2004,RIO DE JANEIRO,May,0
2004,RIO DE JANEIRO,June,19
2004,RIO DE JANEIRO,July,23
2004,RIO DE JANEIRO,August,74
2004,RIO DE JANEIRO,September,205
2004,RIO DE JANEIRO,October,26
2004,RIO DE JANEIRO,November,49
2004,RIO DE JANEIRO,December,9
2005,RIO DE JANEIRO,January,5
2005,RIO DE JANEIRO,February,4
2005,RIO DE JANEIRO,March,7
2005,RIO DE JANEIRO,April,1
2005,RIO DE JANEIRO,May,11
2005,RIO DE JANEIRO,June,16
2005,RIO DE JANEIRO,July,20
2005,RIO DE JANEIRO,August,98
2005,RIO DE JANEIRO,September,46
2005,RIO DE JANEIRO,October,116
2005,RIO DE JANEIRO,November,12
2005,RIO DE JANEIRO,December,2
2006,RIO DE JANEIRO,January,12
2006,RIO DE JANEIRO,February,7
2006,RIO DE JANEIRO,March,8
2006,RIO DE JANEIRO,April,8
2006,RIO DE JANEIRO,May,4
2006,RIO DE JANEIRO,June,19
2006,RIO DE JANEIRO,July,54
2006,RIO DE JANEIRO,August,79
2006,RIO DE JANEIRO,September,197
2006,RIO DE JANEIRO,October,12
2006,RIO DE JANEIRO,November,1
